ProyectoCPRJ,CodigoITEM,DescripcionDSCA,FamiliaCITG,TipoArtKITM,CjtoUnidadesUSET,UnidStockCUNI,TUnidMasaCWUN,PesoWGHT,AnchoANCH,AltoALTO,ProfundoPROF,LineaCPLN,PlanificadorCPLB,CompCostoCPCP,EanCEAN,EstadoESTA,CampoHashREFCNTD,CampoHashREFCNTU
PC0001503,71.0101.00,COC_1,PT0016,2,GC0,und,kg,0,0,0,0,LI0201,21008P,0, ,0,0,0

